"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C01921V02511","Type of Construction","UNIT","VALUE"
"BHQ03C1","Planning Permissions Granted","19893","1989Q3","11","Dwellings","Number","2502"
"BHQ03C1","Planning Permissions Granted","19893","1989Q3","12","Other new construction (excluding dwellings)","Number","1929"
"BHQ03C1","Planning Permissions Granted","19893","1989Q3","2","Extensions","Number","2463"
"BHQ03C1","Planning Permissions Granted","19893","1989Q3","3","Alteration, conversion and renovation","Number","730"
"BHQ03C1","Planning Permissions Granted","19894","1989Q4","-","All types of construction","Number","6257"
"BHQ03C1","Planning Permissions Granted","19894","1989Q4","11","Dwellings","Number","2069"
"BHQ03C1","Planning Permissions Granted","19894","1989Q4","12","Other new construction (excluding dwellings)","Number","1598"
"BHQ03C1","Planning Permissions Granted","19894","1989Q4","2","Extensions","Number","1924"
"BHQ03C1","Planning Permissions Granted","19894","1989Q4","3","Alteration, conversion and renovation","Number","666"
"BHQ03C1","Planning Permissions Granted","19901","1990Q1","-","All types of construction","Number","6016"
"BHQ03C1","Planning Permissions Granted","19901","1990Q1","11","Dwellings","Number","2141"
"BHQ03C1","Planning Permissions Granted","19901","1990Q1","12","Other new construction (excluding dwellings)","Number","1409"
"BHQ03C1","Planning Permissions Granted","19901","1990Q1","2","Extensions","Number","1820"
"BHQ03C1","Planning Permissions Granted","19901","1990Q1","3","Alteration, conversion and renovation","Number","646"
"BHQ03C1","Planning Permissions Granted","19902","1990Q2","-","All types of construction","Number","6956"
"BHQ03C1","Planning Permissions Granted","19902","1990Q2","11","Dwellings","Number","2440"
"BHQ03C1","Planning Permissions Granted","19902","1990Q2","12","Other new construction (excluding dwellings)","Number","1624"
"BHQ03C1","Planning Permissions Granted","19902","1990Q2","2","Extensions","Number","2246"
"BHQ03C1","Planning Permissions Granted","19902","1990Q2","3","Alteration, conversion and renovation","Number","646"
"BHQ03C1","Planning Permissions Granted","19903","1990Q3","-","All types of construction","Number","7566"
"BHQ03C1","Planning Permissions Granted","19903","1990Q3","11","Dwellings","Number","2666"
"BHQ03C1","Planning Permissions Granted","19903","1990Q3","12","Other new construction (excluding dwellings)","Number","1607"
"BHQ03C1","Planning Permissions Granted","19903","1990Q3","2","Extensions","Number","2523"
"BHQ03C1","Planning Permissions Granted","19903","1990Q3","3","Alteration, conversion and renovation","Number","770"
"BHQ03C1","Planning Permissions Granted","19904","1990Q4","-","All types of construction","Number","6325"
"BHQ03C1","Planning Permissions Granted","19904","1990Q4","11","Dwellings","Number","2145"
"BHQ03C1","Planning Permissions Granted","19904","1990Q4","12","Other new construction (excluding dwellings)","Number","1462"
"BHQ03C1","Planning Permissions Granted","19904","1990Q4","2","Extensions","Number","2015"
"BHQ03C1","Planning Permissions Granted","19904","1990Q4","3","Alteration, conversion and renovation","Number","703"
"BHQ03C1","Planning Permissions Granted","19911","1991Q1","-","All types of construction","Number","5708"
"BHQ03C1","Planning Permissions Granted","19911","1991Q1","11","Dwellings","Number","2200"
"BHQ03C1","Planning Permissions Granted","19911","1991Q1","12","Other new construction (excluding dwellings)","Number","1145"
"BHQ03C1","Planning Permissions Granted","19911","1991Q1","2","Extensions","Number","1705"
"BHQ03C1","Planning Permissions Granted","19911","1991Q1","3","Alteration, conversion and renovation","Number","658"
"BHQ03C1","Planning Permissions Granted","19912","1991Q2","-","All types of construction","Number","5983"
"BHQ03C1","Planning Permissions Granted","19912","1991Q2","11","Dwellings","Number","2256"
"BHQ03C1","Planning Permissions Granted","19912","1991Q2","12","Other new construction (excluding dwellings)","Number","1063"
"BHQ03C1","Planning Permissions Granted","19912","1991Q2","2","Extensions","Number","2012"
"BHQ03C1","Planning Permissions Granted","19912","1991Q2","3","Alteration, conversion and renovation","Number","652"
"BHQ03C1","Planning Permissions Granted","19913","1991Q3","-","All types of construction","Number","7105"
"BHQ03C1","Planning Permissions Granted","19913","1991Q3","11","Dwellings","Number","2676"
"BHQ03C1","Planning Permissions Granted","19913","1991Q3","12","Other new construction (excluding dwellings)","Number","1331"
"BHQ03C1","Planning Permissions Granted","19913","1991Q3","2","Extensions","Number","2373"
"BHQ03C1","Planning Permissions Granted","19913","1991Q3","3","Alteration, conversion and renovation","Number","725"
"BHQ03C1","Planning Permissions Granted","19914","1991Q4","-","All types of construction","Number","6303"
"BHQ03C1","Planning Permissions Granted","19914","1991Q4","11","Dwellings","Number","2248"
"BHQ03C1","Planning Permissions Granted","19914","1991Q4","12","Other new construction (excluding dwellings)","Number","1236"
"BHQ03C1","Planning Permissions Granted","19914","1991Q4","2","Extensions","Number","2109"
"BHQ03C1","Planning Permissions Granted","19914","1991Q4","3","Alteration, conversion and renovation","Number","710"
"BHQ03C1","Planning Permissions Granted","19921","1992Q1","-","All types of construction","Number","5272"
"BHQ03C1","Planning Permissions Granted","19921","1992Q1","11","Dwellings","Number","1972"
"BHQ03C1","Planning Permissions Granted","19921","1992Q1","12","Other new construction (excluding dwellings)","Number","931"
"BHQ03C1","Planning Permissions Granted","19921","1992Q1","2","Extensions","Number","1726"
"BHQ03C1","Planning Permissions Granted","19921","1992Q1","3","Alteration, conversion and renovation","Number","643"
"BHQ03C1","Planning Permissions Granted","19922","1992Q2","-","All types of construction","Number","6491"
"BHQ03C1","Planning Permissions Granted","19922","1992Q2","11","Dwellings","Number","2438"
"BHQ03C1","Planning Permissions Granted","19922","1992Q2","12","Other new construction (excluding dwellings)","Number","1121"
"BHQ03C1","Planning Permissions Granted","19922","1992Q2","2","Extensions","Number","2269"
"BHQ03C1","Planning Permissions Granted","19922","1992Q2","3","Alteration, conversion and renovation","Number","663"
"BHQ03C1","Planning Permissions Granted","19923","1992Q3","-","All types of construction","Number","7190"
"BHQ03C1","Planning Permissions Granted","19923","1992Q3","11","Dwellings","Number","2537"
"BHQ03C1","Planning Permissions Granted","19923","1992Q3","12","Other new construction (excluding dwellings)","Number","1288"
"BHQ03C1","Planning Permissions Granted","19923","1992Q3","2","Extensions","Number","2578"
"BHQ03C1","Planning Permissions Granted","19923","1992Q3","3","Alteration, conversion and renovation","Number","787"
"BHQ03C1","Planning Permissions Granted","19924","1992Q4","-","All types of construction","Number","5534"
"BHQ03C1","Planning Permissions Granted","19924","1992Q4","11","Dwellings","Number","2209"
"BHQ03C1","Planning Permissions Granted","19924","1992Q4","12","Other new construction (excluding dwellings)","Number","1117"
"BHQ03C1","Planning Permissions Granted","19924","1992Q4","2","Extensions","Number","1626"
"BHQ03C1","Planning Permissions Granted","19924","1992Q4","3","Alteration, conversion and renovation","Number","582"
"BHQ03C1","Planning Permissions Granted","19931","1993Q1","-","All types of construction","Number","4976"
"BHQ03C1","Planning Permissions Granted","19931","1993Q1","11","Dwellings","Number","1938"
"BHQ03C1","Planning Permissions Granted","19931","1993Q1","12","Other new construction (excluding dwellings)","Number","887"
"BHQ03C1","Planning Permissions Granted","19931","1993Q1","2","Extensions","Number","1518"
"BHQ03C1","Planning Permissions Granted","19931","1993Q1","3","Alteration, conversion and renovation","Number","633"
"BHQ03C1","Planning Permissions Granted","19932","1993Q2","-","All types of construction","Number","5532"
"BHQ03C1","Planning Permissions Granted","19932","1993Q2","11","Dwellings","Number","2146"
"BHQ03C1","Planning Permissions Granted","19932","1993Q2","12","Other new construction (excluding dwellings)","Number","1026"
"BHQ03C1","Planning Permissions Granted","19932","1993Q2","2","Extensions","Number","1720"
"BHQ03C1","Planning Permissions Granted","19932","1993Q2","3","Alteration, conversion and renovation","Number","640"
"BHQ03C1","Planning Permissions Granted","19933","1993Q3","-","All types of construction","Number","6898"
"BHQ03C1","Planning Permissions Granted","19933","1993Q3","11","Dwellings","Number","2459"
"BHQ03C1","Planning Permissions Granted","19933","1993Q3","12","Other new construction (excluding dwellings)","Number","1292"
"BHQ03C1","Planning Permissions Granted","19933","1993Q3","2","Extensions","Number","2318"
"BHQ03C1","Planning Permissions Granted","19933","1993Q3","3","Alteration, conversion and renovation","Number","829"
"BHQ03C1","Planning Permissions Granted","19934","1993Q4","-","All types of construction","Number","5988"
"BHQ03C1","Planning Permissions Granted","19934","1993Q4","11","Dwellings","Number","2258"
"BHQ03C1","Planning Permissions Granted","19934","1993Q4","12","Other new construction (excluding dwellings)","Number","1245"
"BHQ03C1","Planning Permissions Granted","19934","1993Q4","2","Extensions","Number","1790"
"BHQ03C1","Planning Permissions Granted","19934","1993Q4","3","Alteration, conversion and renovation","Number","695"
"BHQ03C1","Planning Permissions Granted","19941","1994Q1","-","All types of construction","Number","5959"
"BHQ03C1","Planning Permissions Granted","19941","1994Q1","11","Dwellings","Number","2202"
"BHQ03C1","Planning Permissions Granted","19941","1994Q1","12","Other new construction (excluding dwellings)","Number","1247"
"BHQ03C1","Planning Permissions Granted","19941","1994Q1","2","Extensions","Number","1815"
"BHQ03C1","Planning Permissions Granted","19941","1994Q1","3","Alteration, conversion and renovation","Number","695"
"BHQ03C1","Planning Permissions Granted","19942","1994Q2","-","All types of construction","Number","6970"
"BHQ03C1","Planning Permissions Granted","19942","1994Q2","11","Dwellings","Number","2549"
"BHQ03C1","Planning Permissions Granted","19942","1994Q2","12","Other new construction (excluding dwellings)","Number","1278"
"BHQ03C1","Planning Permissions Granted","19942","1994Q2","2","Extensions","Number","2290"
"BHQ03C1","Planning Permissions Granted","19942","1994Q2","3","Alteration, conversion and renovation","Number","853"
"BHQ03C1","Planning Permissions Granted","19943","1994Q3","-","All types of construction","Number","7691"
"BHQ03C1","Planning Permissions Granted","19943","1994Q3","11","Dwellings","Number","2771"
"BHQ03C1","Planning Permissions Granted","19943","1994Q3","12","Other new construction (excluding dwellings)","Number","1462"
"BHQ03C1","Planning Permissions Granted","19943","1994Q3","2","Extensions","Number","2586"
"BHQ03C1","Planning Permissions Granted","19943","1994Q3","3","Alteration, conversion and renovation","Number","872"
"BHQ03C1","Planning Permissions Granted","19944","1994Q4","-","All types of construction","Number","6304"
"BHQ03C1","Planning Permissions Granted","19944","1994Q4","11","Dwellings","Number","2398"
"BHQ03C1","Planning Permissions Granted","19944","1994Q4","12","Other new construction (excluding dwellings)","Number","1357"
"BHQ03C1","Planning Permissions Granted","19944","1994Q4","2","Extensions","Number","1946"
"BHQ03C1","Planning Permissions Granted","19944","1994Q4","3","Alteration, conversion and renovation","Number","603"
"BHQ03C1","Planning Permissions Granted","19951","1995Q1","-","All types of construction","Number","6348"
"BHQ03C1","Planning Permissions Granted","19951","1995Q1","11","Dwellings","Number","2424"
"BHQ03C1","Planning Permissions Granted","19951","1995Q1","12","Other new construction (excluding dwellings)","Number","1288"
"BHQ03C1","Planning Permissions Granted","19951","1995Q1","2","Extensions","Number","1982"
"BHQ03C1","Planning Permissions Granted","19951","1995Q1","3","Alteration, conversion and renovation","Number","654"
"BHQ03C1","Planning Permissions Granted","19952","1995Q2","-","All types of construction","Number","7271"
"BHQ03C1","Planning Permissions Granted","19952","1995Q2","11","Dwellings","Number","2464"
"BHQ03C1","Planning Permissions Granted","19952","1995Q2","12","Other new construction (excluding dwellings)","Number","1552"
"BHQ03C1","Planning Permissions Granted","19952","1995Q2","2","Extensions","Number","2473"
"BHQ03C1","Planning Permissions Granted","19952","1995Q2","3","Alteration, conversion and renovation","Number","782"
"BHQ03C1","Planning Permissions Granted","19953","1995Q3","-","All types of construction","Number","8372"
"BHQ03C1","Planning Permissions Granted","19953","1995Q3","11","Dwellings","Number","2898"
"BHQ03C1","Planning Permissions Granted","19953","1995Q3","12","Other new construction (excluding dwellings)","Number","1753"
"BHQ03C1","Planning Permissions Granted","19953","1995Q3","2","Extensions","Number","2830"
"BHQ03C1","Planning Permissions Granted","19953","1995Q3","3","Alteration, conversion and renovation","Number","891"
"BHQ03C1","Planning Permissions Granted","19954","1995Q4","-","All types of construction","Number","6568"
"BHQ03C1","Planning Permissions Granted","19954","1995Q4","11","Dwellings","Number","2512"
"BHQ03C1","Planning Permissions Granted","19954","1995Q4","12","Other new construction (excluding dwellings)","Number","1268"
"BHQ03C1","Planning Permissions Granted","19954","1995Q4","2","Extensions","Number","2132"
"BHQ03C1","Planning Permissions Granted","19954","1995Q4","3","Alteration, conversion and renovation","Number","656"
"BHQ03C1","Planning Permissions Granted","19961","1996Q1","-","All types of construction","Number","6899"
